Name,Constituency,Party,Cases,Education,Assets,Liabilities
Nalla Nadipi Muthenna,NIZAMABAD,IND,0,5th Pass,"22,68,500","60,000"
Nalla Prem Kumar,CHEVELLA,Prem Janata Dal,0,8th Pass,500,0
Nallam Surya Chandra Rao,NARSAPURAM,Pyramid Party of India,0,Graduate,"2,09,35,000","8,98,000"
Nalli Rajesh,NARSAPURAM,IND,6,10th Pass,"32,39,775","23,62,420"
Nalluri Vijaya Srinivasa Rao,RAJAHMUNDRY,INC,0,12th Pass,"5,62,700","2,61,693"
Nama Nageswr Rao,KHAMMAM,TRS,5,12th Pass,"1,07,46,71,341","8,07,21,594"
Namballa Krishna Mohan,SRIKAKULAM,IND,1,Graduate,"7,07,000","5,00,000"
Namdeo Dalluji Usendi,GADCHIROLI CHIMUR,INC,0,Post Graduate,"1,62,11,186","21,53,155"
Namdeo Keshao Kinnake,CHANDRAPUR,IND,0,5th Pass,"31,55,000","3,00,000"
Namdeo Shedmake,CHANDRAPUR,Gondvana Gantantra Party,0,10th Pass,"3,58,900","3,32,000"
Nana Jairam,BHANDARA GONDIYA,NCP,0,10th Pass,"5,74,62,818","20,50,134"
Nanabhau Falgunrao Patole,NAGPUR,INC,4,12th Pass,"2,21,60,504","11,55,060"
Nanalal Kalidas Maheta,AMRELI,IND,0,8th Pass,"32,42,000",0
Nanasaheb Ramhari Yadav,MADHA,Bharatiya Praja Surajya Paksha,0,10th Pass,"29,57,500","15,22,000"
Nand Kishore Raj,BILASPUR,Gondvana Gantantra Party,0,Post Graduate,"38,42,000",0
Nanda Maruti Kodachwadkar,BELGAUM,IND,0,10th Pass,"37,95,000","4,00,000"
Nandini Nallaghatla,VIJAYAWADA,IND,0,Post Graduate,"5,09,343","4,09,343"
Nandipati Vinod Kumar,SECUNDERABAD,IND,0,Graduate Professional,"30,000",0
Nandita Nag,JORHAT,IND,0,Post Graduate,"1,05,58,481","60,00,000"
Nandkishor Ramaji Sagar,WARDHA,IND,1,Others,"43,95,000","23,46,000"
Nandu Sambhaji More,MADHA,IND,2,12th Pass,"8,54,500","2,40,000"
Nangunoori Lata,ZAHIRABAD,IND,0,Graduate,"2,56,000",0
Nanhe Karu Nagoji,BHANDARA GONDIYA,Vanchit Bahujan Aaghadi,0,Graduate Professional,"59,95,146","60,000"
Nanjundaswamy,MANDYA,BSP,0,Graduate,"85,02,897",0
Naraharisetty Narasimha Rao,VIJAYAWADA,INC,1,Graduate Professional,"1,93,42,702","67,88,257"
Narala Satyanarayana,KHAMMAM,Janasena Party,0,Post Graduate,"22,01,365","5,90,000"
Naramalli Siva Prasad,CHITTOOR,TDP,0,Graduate Professional,"6,96,28,816",0
Naran Tudu,BALURGHAT,JMM,0,10th Pass,"5,000",0
Naranbhai Tulsidas Sengal,GANDHINAGAR,Bahujan Suraksha Dal,0,10th Pass,"1,09,000",0
Narasapuram Prasad,NELLORE,IND,0,Others,"85,63,000",0
Narasimharao Parimi,NARASARAOPET,IND,1,Illiterate,"4,51,000",0
Narava Satyavathi,ARAKU,IND,0,10th Pass,"9,64,000",0
Narayan Chandar Mulik,SANGLI,IND,3,8th Pass,"70,68,279","1,52,000"
Narayan Chandra Dey,TRIPURA WEST,IND,0,8th Pass,0,0
Narayan Dasharath Gavas,RATNAGIRI SINDHUDURG,IND,0,Graduate Professional,"3,81,50,500","4,35,496"
Narend Nag,KANKER,IND,0,12th Pass,"10,12,600","23,75,000"
Narendra Adhikari,SIKKIM,Sikkim United Front,0,Graduate,"4,03,050",0
Narendra Annasaheb Patil,SATARA,SHS,4,12th Pass,"15,28,01,213","5,19,54,358"
Narendra Babulal Kathane,AMRAVATI,Rashtriya Jansurajya Party,0,12th Pass,"4,10,000",0
Narendra Chandra Debbarma,TRIPURA EAST,Indigenousn Peoples Front Of Tripura,0,Graduate,"1,22,89,807",0
Narendra Chauhan,HARIDWAR,Bhartiya Sarvodaya Party,0,Graduate,"28,57,000","3,00,000"
Narendra Kumar K,KASARAGOD,IND,2,Graduate Professional,"31,23,000","3,80,000"
Narendra Singh,MATHURA,RLD,2,Graduate,"21,68,20,285","57,08,000"
Narendrabhai Revashanker Trivedi,GANDHINAGAR,Jan Satya Path Party,0,Graduate,"1,13,446",0
Naresh Bai Jangde,JANJGIR CHAMPA,SHS,0,12th Pass,"18,000",0
Naresh Chandra,ETAH,Bhartiya Shakti Chetna Party,1,Post Graduate,"37,43,729","27,01,468"
Naresh Chandra Roy,COOCH BEHAR,IND,0,Post Graduate,"70,40,000",0
Naresh Kumar,FATEHPUR SIKRI,IND,0,Not Given,"30,000",0
Naresh Kumar,AMROHA,IND,0,Post Graduate,"42,00,000",0
Naresh Kumar .R,VELLORE,Tamil Nadu Ilangyar Katchi,0,Others,"1,22,021",0
Naresh Kumar Dahriya,JANJGIR CHAMPA,Rashtriya Gondvana Party,0,Post Graduate,"6,81,713",0
Naresh Kumar Poojala,RAJAMPET,IND,0,Others,"73,786",0
Naresh Kumar Saini,MORADABAD,IND,0,Literate,"8,80,000",0
Naresh Mahadev Ghughane,YAVATMAL WASHIM,IND,0,8th Pass,"7,25,000","4,00,000"
Naresh Makwana,SURENDRANAGAR,IND,0,12th Pass,"3,77,300",0
Naresh Naranbhai Maheshwari,KACHCHH,INC,0,Graduate,"38,13,627","1,44,294"
Naresh Prasad,NAWADA,IND,1,Literate,"1,40,000",0
Naresh Yadav,AURANGABAD,BSP,5,Literate,"1,26,74,177","8,24,000"
Naresh Yadav,BANKA,IND,0,Literate,"21,47,807","90,000"
Nareshkumar Rameshbhai Patel,SABARKANTHA,Bharatiya National Janta Dal,0,10th Pass,"6,12,000","2,50,000"
Narsaiah Gunda,NIZAMABAD,IND,0,5th Pass,"5,35,279",0
Narsareddy Pannala,NIZAMABAD,IND,0,10th Pass,"17,91,531","2,50,000"
Narukara Gopi,WAYANAD,IND,7,12th Pass,"79,76,000","8,00,000"
Nasar K,CHENNAI CENTRAL,IND,0,10th Pass,"1,92,000",0
Naseer,VELLORE,IND,0,10th Pass,"1,75,000",0
Nasimuddin Siddqui,BIJNOR,INC,1,Graduate Professional,"13,07,39,688",0
Nasir Ali Khan,MEERUT,Pragatishil Samajwadi Party (Lohia),0,Others,"1,12,76,488","3,63,223"
Nasmul Hoque,MALDAHA DAKSHIN,Party for Democratic Socialism,0,10th Pass,"52,000",0
Nasrulla,CHIKKBALLAPUR,IND,0,Literate,"17,000",0
Natarajan A,ERODE,IND,0,8th Pass,"6,50,000",0
Natarajan M,NAMAKKAL,IND,0,8th Pass,"1,43,30,000","16,81,105"
Natarajan.C,SALEM,IND,0,Graduate Professional,"2,12,12,365","37,50,000"
Natarajan.N.R,THANJAVUR,Tamil Maanila Congress (Moopanar),0,Graduate Professional,"15,22,93,009","3,05,42,133"
Nathuram Bhaguram Hate,RAIGAD,Bahujan Mukti Party,0,10th Pass,"91,46,178","8,40,000"
Natta Bavanna,NIZAMABAD,IND,0,10th Pass,"1,75,000",0
Natthu Madhav Lokhande,RAMTEK,IND,0,Doctorate,"99,20,000",0
Natvarbhai Dahyabhai Mahyavanshi,SURAT,IND,0,Graduate Professional,"10,54,000",0
Naval Kishor Rathiya,RAIGARH,IND,0,Graduate Professional,"1,74,000",0
Naveen Kumar Singh,SUPAUL,Bihar Lok Nirman Dal,0,Literate,"49,41,000",0
Naveen Kumar. S,BELLARY,Bharat Prabhat Party,0,Graduate,"8,37,500","5,00,000"
Navin Gupta,RAIPUR,IND,0,10th Pass,"7,13,74,199","2,06,58,188"
Navinchandra Bhalchandra Bandivadekar,RATNAGIRI SINDHUDURG,INC,0,10th Pass,"12,45,20,857","1,68,20,672"
Navnath Bhimrao Patil,MADHA,Hindusthan Praja Paksha,2,Graduate,"93,27,127","1,85,000"
Navneet Agarwal,NAINITAL-UDHAMSINGH NAGAR,BSP,0,Graduate Professional,"8,84,43,578","3,53,52,263"
Navneet Ravi Rana,AMRAVATI,IND,1,10th Pass,"12,45,54,656","7,05,76,979"
Nawab Gul Chaman Sherwani,FATEHPUR SIKRI,VANCHITSAMAJ INSAAF PARTY,1,8th Pass,"37,255",0
Nawaz Dilber,BANGALORE CENTRAL,Karnataka Karmikara Paksha,0,10th Pass,"11,00,000","13,000"
Nayakara Ramappa,BELLARY,Indian Labour Party (Ambedkar Phule),0,Post Graduate,"9,10,000",0
Nazia Yasmin Mazumdar,SILCHAR,NPP,0,Graduate Professional,"1,11,72,625","16,80,213"
Nazir Ahmad Lone,SRINAGAR,Rashtriya Jankranti Party,0,8th Pass,"62,00,000","18,00,000"
Nazir Ahmad Sofi,SRINAGAR,Manvadhikar National Party,0,10th Pass,"42,70,000","1,50,000"
Nazir Ahmed,CHIKKBALLAPUR,Karnataka Karmikara Paksha,0,10th Pass,"75,37,378",0
Nazmin Shaikh Ramjan,RAVER,IND,0,8th Pass,0,0
Nazmul Haque Laskar,SILCHAR,IND,0,10th Pass,"5,19,748",0
Neel Kumar,MUZAFFARNAGAR,IND,0,Post Graduate,"65,87,000",0
Neelkanth Mahadev Patil,BELGAUM,IND,0,12th Pass,"4,08,01,000","7,25,000"
Neelu Devi,BANKA,Bhartiya Dalit Party,0,8th Pass,"37,52,672",0
"Neeruguttu Nagesh, M.A., Philosophy",TIRUPATI,Janapaalana Party (Democratic),0,Post Graduate,"13,38,000","1,80,000"
Nemilla Linga Reddy,NIZAMABAD,IND,0,5th Pass,"5,86,000","2,37,000"
Nethavath Ramdas,ADILABAD,IND,0,Literate,0,0
Niamathulla,ERNAKULAM,BSP,0,Graduate,"1,49,86,063","21,00,000"
Nikhil,THRISSUR,BSP,0,Graduate,"1,13,066",0
Nikhil Kumaraswamy,MANDYA,JD(S),0,Graduate,"74,00,87,761","35,36,29,176"
Nikhil Ranjan Das,KARIMGANJ,Hindusthan Nirman Dal,0,10th Pass,"10,00,000",0
Nikhil Umesh Zingade,PUNE,Bharatiya Praja Surajya Paksha,0,Post Graduate,"27,50,000","23,00,000"
Nilesh Anandrao Patil,AMRAVATI,Ambedkarite Party of India,0,12th Pass,"5,99,000",0
Nilesh Bhikaji Bhatade,RATNAGIRI SINDHUDURG,IND,0,Graduate,"3,16,000",0
Nilesh Narayan Rane,RATNAGIRI SINDHUDURG,Maharashtra Swabhimaan Paksh,5,Doctorate,"25,41,41,202","7,63,63,728"
Nilima Nitin Bhatkar,AMRAVATI,Peoples Party of India (Democratic),0,Graduate Professional,"1,22,49,199","43,00,000"
Nimai Besara	,MALDAHA UTTAR,IND,0,Illiterate,"27,227","1,10,000"
Nimesh Patel (Kamrol),VADODARA,IND,0,Graduate,"26,79,190","30,22,000"
Ningappa B D,MYSORE,IND,0,10th Pass,"9,26,000","1,00,000"
Niranjan Nayak,RAICHUR,Uttama Prajaakeeya Party,0,Graduate Professional,"13,000",0
Niranjana A D Cheelangi,CHITRADURGA,Ambedkar Samaj Party,0,Post Graduate,"4,21,700","35,000"
Nirmal Kumar Roy,COOCH BEHAR,IND,0,Graduate,"25,10,000",0
Nirode Chandra Adhikary,DARJEELING,IND,0,12th Pass,"11,10,777",0
Nirupam Chakma,MIZORAM,BJP,0,Graduate Professional,"1,56,55,480","10,16,188"
Nisar Ahemad,BEED,IND,0,10th Pass,"2,20,000",0
Niteen Dhondiba Anandache,BELGAUM,IND,0,Graduate Professional,"5,70,169",0
Nitesh Anandrao Dongre,CHANDRAPUR,Ambedkarite Party of India,0,12th Pass,"1,24,000","1,25,000"
Nitesh Ganga Deb,SAMBALPUR,BJP,1,12th Pass,"26,95,43,587","1,03,37,195"
Nitesh Kumar Ratre,JANJGIR CHAMPA,Sunder Samaj Party,0,12th Pass,"1,19,500",0
Nitin Jairam Gadkari,NAGPUR,BJP,4,Graduate Professional,"18,79,16,075","4,07,29,055"
Nitin Mohan,BAREILLY,IND,0,Post Graduate,"3,59,091",0
Nitin Pralhad Kandelkar,RAVER,Vanchit Bahujan Aaghadi,0,12th Pass,"89,01,000","44,50,000"
Nitish Kumar Mandal,MALDAHA UTTAR,BSP,0,Graduate,"37,27,000","3,50,000"
Nitya Das,MALDAHA UTTAR,Aihra National Party,0,12th Pass,"2,33,600","1,00,000"
Nivedita Singh,NAWADA,IND,1,Graduate,"7,14,10,600",0
Nomula Gopal Reddy,NIZAMABAD,IND,0,Post Graduate,"40,000",0
Nomula Mohan Reddy,NIZAMABAD,IND,0,Illiterate,"79,26,500","2,00,000"
Noorali Maheboob Ali Shah,YAVATMAL WASHIM,IND,0,10th Pass,"2,70,000",0
Noorsed Alam,MALDAHA UTTAR,IND,0,Graduate Professional,"56,62,250","1,50,000"
Noyyal Ramasamy M,KARUR,Tamil Nadu Ilangyar Katchi,0,10th Pass,"40,61,878","3,27,700"
Nripen Das,DHUBRI,Bharatiya National Janta Dal,0,10th Pass,"60,000",0
Nrusingha Charan Das,PURI,BSP,0,Graduate,"10,10,000","4,70,000"
Nubash Chandra Barman,BALURGHAT,Kamatapur Peoples Party (United),6,12th Pass,"57,21,500",0
Nurul Islam Choudhury,DHUBRI,AITC,0,Graduate Professional,"66,23,252","1,20,410"
Nurullah,BHAGALPUR,IND,0,Graduate,"1,12,89,304",0
Nusrath Jahan,KOZHIKODE,IND,0,Others,"1,97,02,571","22,71,406"
Nuthakki Rama Rao,BAPATLA,All India Praja Party,0,Post Graduate,"7,23,76,055",0
Nyamatulla Shaik,KADAPA,IND,0,Graduate,"49,09,000","10,00,000"
Oghadbhai Mer,SURENDRANAGAR,IND,0,10th Pass,"21,81,000","1,30,000"
Oinam Jugindro Singh,INNER MANIPUR,Manipur Peoples Party,1,12th Pass,"27,31,288",0
Oinam Nabakishore Singh,INNER MANIPUR,INC,1,Post Graduate,"1,78,67,003","14,01,257"
Om Prakash Poddar,JHANJHARPUR,IND,3,Post Graduate,"31,43,831",0
Ombeer Lodhi,MAINPURI,Jan Seva Sahayak Party,0,10th Pass,"70,90,100",0
Omprakash,MATHURA,Swatantra Jantaraj Party,0,Graduate Professional,"40,000",0
Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,OSMANABAD,SHS,4,12th Pass,"5,02,99,295","1,00,45,858"
Omvati Devi,NAGINA,INC,0,10th Pass,"3,71,58,570",0
Onkaraba Chensing Jadhav,JALGAON,IND,0,12th Pass,"1,43,000",0
Onkarsingh C Bhatia,BELGAUM,IND,0,10th Pass,"5,76,20,000","15,00,000"
Os Nissar Methar,MALAPPURAM,IND,0,10th Pass,"30,90,02,654","11,80,000"
P C Thomas,KOTTAYAM,Kerala Congress,3,Graduate Professional,"2,76,43,705","40,36,712"
P Govindan,COIMBATORE,BSP,0,10th Pass,"38,95,500",0
P Jaganathan,TIRUPPUR,Naam Tamilar Katchi,0,10th Pass,"1,28,62,368",0
P K Sreemathi,KANNUR,CPI(M),10,12th Pass,"2,45,90,760",0
P Keralavarmaraja,THIRUVANANTHAPURAM,Pravasi Nivasi Party,0,Graduate,"63,00,000",0
P Manikandan,COIMBATORE,Tamil Nadu Ilangyar Katchi,0,12th Pass,"2,45,000",0
P R Natarajan,COIMBATORE,CPI(M),1,12th Pass,"2,02,84,430","32,34,168"
P Radhakrishnan,COIMBATORE,IND,0,10th Pass,"21,202",0
P Rajeev,ERNAKULAM,CPI(M),6,Graduate Professional,"4,81,74,090","16,29,133"
P Rajesh,PALAKKAD,IND,0,8th Pass,"1,25,000",0
P Sankaran (A.Sekhar),KOZHIKODE,SUCI(C),0,Graduate Professional,"1,08,85,015","2,00,000"
P. C. Mohan,BANGALORE CENTRAL,BJP,0,12th Pass,"75,55,29,306","31,25,21,957"
P. D. Ramanayaka,BELLARY,Republican Party of India (Karnataka),0,10th Pass,"2,93,970","3,15,000"
P. Goutham Prabhu,UDUPI CHIKMAGALUR,SHS,0,10th Pass,"24,08,385","7,00,000"
P. Loganathan,RAMANATHAPURAM,Pragatishil Samajwadi Party (Lohia),0,10th Pass,"13,000",0
P. Marimuthu,CHENNAI NORTH,IND,0,5th Pass,"51,64,400",0
P. Parameshwara,UDUPI CHIKMAGALUR,BSP,1,Graduate Professional,"49,94,000",0
P. Prakash,THENI,IND,1,Graduate Professional,"7,38,000","8,58,667"
P. Purushotham,CHEVELLA,IND,0,Post Graduate,"2,33,000",0
P. Raashid Ahmed,VELLORE,IND,0,8th Pass,"1,60,54,905","15,00,000"
P. Radhakrishnan,KANNIYAKUMARI,BJP,0,Graduate Professional,"7,49,96,453",0
P. Raghavan,KOZHIKODE,IND,0,5th Pass,"4,83,000",0
P. Ramachandran,CHITTOOR,IND,0,Graduate Professional,"35,80,500","23,13,000"
P. Raveendranath Kumar,THENI,AIADMK,0,Post Graduate,"6,58,03,231","3,27,34,079"
P. Santhana Krishnan,CHENNAI NORTH,IND,0,10th Pass,"1,42,63,825",0
P. Sreemathi W/O Raveendran,KANNUR,IND,0,8th Pass,"26,35,987","9,00,000"
P.Allikkodi,THENI,Samajwadi Forward Bloc,0,8th Pass,"1,51,17,000","27,00,000"
P.Azhagiri,CHENNAI SOUTH,IND,0,Graduate Professional,"9,51,363",0
P.Jaganathan,TIRUPPUR,Rashtriya Samaj Paksha,0,5th Pass,"15,45,719",0
P.K. Biddappa,MYSORE,Karnataka Praja Party (RaithaParva),0,10th Pass,"1,26,25,000","9,80,000"
P.K.Biju,ALATHUR,CPI(M),0,Doctorate,"40,83,003","5,19,379"
P.Karthikeyan,CHENNAI SOUTH,IND,0,Graduate,"3,80,407",0
P.P. Suneer,WAYANAD,CPI,0,Post Graduate,"1,38,15,960",0
P.Rajendhiran,SIVAGANGA,IND,1,10th Pass,"1,66,000",0
P.Ramsagar,ATTINGAL,IND,0,12th Pass,"5,89,800","26,510"
P.S.Ajay Kumar,ANAKAPALLE,CPI(ML)(L),3,Post Graduate,"12,58,000",0
P.Selvaraj,SIVAGANGA,IND,0,10th Pass,"4,80,000","1,00,000"
P.V. Parthasarathi,KURNOOL,BJP,0,Post Graduate,"29,75,10,890","6,23,28,052"
P.V. Srihari,KURNOOL,IND,0,Doctorate,"2,58,65,207","59,75,759"
P.V.Midhun Reddy,RAJAMPET,YSRCP,3,Post Graduate,"66,50,85,701","20,54,73,477"
Pa.Ya. Ganesh,KOPPAL,IND,0,Graduate,"18,95,206","4,61,484"
Paarivendhar T R,PERAMBALUR,DMK,2,Post Graduate,"97,27,30,368","6,59,35,070"
Paban Singh Ghatowar,DIBRUGARH,INC,0,Graduate,"5,74,88,181",0
"Pachamuthu, P.",PERAMBALUR,IND,0,5th Pass,"3,40,000",0
"Packiaraj, E.",VIRUDHUNAGAR,Tamil Nadu Ilangyar Katchi,0,Graduate,"1,22,593","39,522"
Padala Venkata Shyam Sunder Rao,BHONGIR,BJP,7,Post Graduate,"32,30,73,107","4,90,80,220"
Padalkar Navanath Vishnu,BARAMATI,Vanchit Bahujan Aaghadi,1,Post Graduate,"49,80,257","37,00,190"
Padavettan M,TIRUVANNAMALAI,IND,0,5th Pass,"1,60,000",0
Padchuri Radha Krishna,ANANTAPUR,Radical Democrats Party,0,Graduate,"10,45,000",0
Padhiyar Bharatkumar Ishvarlal,BANASKANTHA,IND,0,5th Pass,"60,100",0
Padmarajan.K.Dr,DHARMAPURI,IND,0,Post Graduate,"15,11,000",0
Pakkala Suribabu,NARASARAOPET,INC,1,Post Graduate,"7,45,37,563","1,91,26,000"
Palamakula Madhu,CHEVELLA,India Praja Bandhu Party,0,10th Pass,"1,50,932",0
Palani Samy.S,TENKASI,IND,0,Post Graduate,"1,09,000",0
Palaniappan.P,DHARMAPURI,IND,4,Post Graduate,"4,80,79,072","53,06,342"
Palanimanickam.S.S,THANJAVUR,DMK,0,Graduate Professional,"4,24,52,076","23,68,600"
Palanivel P,KARUR,IND,0,Graduate Professional,"50,000",0
Palanivel.K,SRIPERUMBUDUR,CPI(ML)(L),2,10th Pass,"3,31,355",0
Pallab Lochan Das,TEZPUR,BJP,0,Graduate,"1,44,45,139",0
Palle Prashanth,KARIMNAGAR,Jai Swaraj Party,0,Post Graduate,"36,56,900","3,00,000"
Pallipattu. Abhinav Vishnu,CHITTOOR,Mundadugu Praja Party,0,Graduate Professional,"92,600",0
Palpandi M,MADURAI,IND,0,Illiterate,"1,85,816",0
Palsay Uranv,SURGUJA,IND,0,8th Pass,"16,20,000",0
Palvancha Rama Rao,KHAMMAM,IND,1,10th Pass,"1,32,80,000",0
Palvancha. Durga.,MAHABUBABAD,IND,0,Graduate Professional,"11,40,000","80,000"
Panabaka Lakshmi,TIRUPATI,TDP,0,Doctorate,"9,40,21,818",0
Panasaiarangan.K.N,THANJAVUR,Desiya Makkal Sakthi Katchi,0,10th Pass,"2,59,026","70,000"
Panchabhai Bhayabhai Damaniya,JUNAGADH,IND,0,5th Pass,"8,70,364",0
Panchanan Kanungo,CUTTACK,INC,1,Post Graduate,"87,39,577","1,52,000"
Panchshila Vijay Mohod,AMRAVATI,Bahujan Mukti Party,0,Graduate,"54,52,000","4,00,000"
Panchu Udayakumar,ARAKKONAM,IND,0,Post Graduate,"1,00,000",0
"Pandi, M.",DINDIGUL,IND,0,Illiterate,"2,37,500",0
Pandiammal J,MADURAI,Naam Tamilar Katchi,0,Post Graduate,"1,75,000",0
Pandit Damodhar Khande,BEED,IND,0,10th Pass,"6,95,000","42,000"
Pandurang Mallappa Pattan,BELGAUM,IND,0,10th Pass,"25,200",0
Pandya Pravinkumar Tulsidas,PATAN,IND,0,10th Pass,"39,40,000",0
Paneesh Prasad Nag,BASTAR,Ambedkarite Party of India,0,Post Graduate,"34,44,229","6,00,000"
Paniganti Rajithavani,WARANGAL,Pyramid Party of India,0,10th Pass,"20,000",0
Panjabrao Mahadev Patil,SATARA,IND,1,5th Pass,"59,26,000","3,30,000"
Pankaj Das,GAUHATI,Swarna Bharat Party,0,Post Graduate,"5,99,50,517","29,75,976"
Pankaj Kumar Das,JAMUI,SUCI(C),0,12th Pass,"8,24,836",0
Pankaj Liladhar Meshram,AMRAVATI,IND,0,Graduate,"26,25,300",0
Panthagada Vijaya Chakravarthy,AMALAPURAM,RPI(Khobragade),0,Post Graduate,"5,50,000",0
Papita Raosaheb Randive,LATUR,IND,0,12th Pass,0,"2,00,000"
Pappu Ahamed,MALDAHA DAKSHIN,Aihra National Party,1,8th Pass,"1,61,100",0
Paramasivam N,ERODE,IND,0,5th Pass,"1,50,000",0
Parameshvar Lal,SAMBHAL,BJP,0,10th Pass,"11,00,88,877","49,43,218"
Parameshwar Gowda,BANGALORE NORTH,IND,0,Graduate,"3,00,000",0
Parashram Bhaosing Ade,YAVATMAL WASHIM,IND,0,Post Graduate,"18,73,01,769","4,17,919"
Parashuram Laxman Neelnaik,BAGALKOT,Republican Party of India (Karnataka),1,12th Pass,"31,25,000",0
Paravasthu Satya Gopinath Das,RAJAHMUNDRY,BJP,0,12th Pass,"39,39,990",0
Parbatbhai Patel,BANASKANTHA,BJP,0,Graduate Professional,"4,18,19,177","45,00,000"
Parbhubhai Nagarbhai Vasava	,BARDOLI,BJP,0,Others,"2,83,50,217","36,76,869"
Paresh Dattatray Bhosale,KOLHAPUR,IND,0,12th Pass,"2,06,000",0
Paresh Dhanani,AMRELI,INC,0,Graduate,"1,43,42,991",0
Pareshkumar Nanubhai Mulani,AHMEDABAD EAST,IND,0,Doctorate,"21,00,000",0
Parikshit Roy,KARIMGANJ,IND,0,10th Pass,"7,90,000",0
Paritosh Kumar Haldar,ANDAMAN AND NICOBAR ISLANDS,IND,0,Post Graduate,"1,99,16,000","13,11,000"
Parmanand Singh,KHAGARIA,IND,3,10th Pass,"2,80,89,980",0
Parmar Ashokchandra,BHARUCH,IND,0,10th Pass,"3,62,19,720",0
Parmar Chhaganchandraraj Dhanabhai,BANASKANTHA,IND,0,10th Pass,"45,20,750",0
Parmar Ghoghjibhai Kanjibhai,SURENDRANAGAR,NCP,0,Literate,"95,97,000","15,00,000"
Parmar Surajkumar Mahendrakumar,PATAN,BSP,0,Graduate,"9,06,000",0
Parmit Singh,KORBA,BSP,1,12th Pass,"65,04,950","8,40,000"
Parsagani Nageswara Rao,KHAMMAM,IND,1,5th Pass,"1,00,000",0
Parsani Ibrahimbhai Pirabhai,BANASKANTHA,IND,0,5th Pass,"13,66,760",0
Partha Pratim Baruah,GAUHATI,Voters Party International,0,Post Graduate,"67,050",0
Parthasarathy Varma,ALAPPUZHA,SUCI(C),0,Others,"12,08,704",0
Parthiban.S.R,SALEM,DMK,4,Graduate Professional,"6,00,45,532","40,39,841"
Parthibhai Galbabhai Bhatol,BANASKANTHA,INC,1,10th Pass,"4,04,04,078","21,64,385"
Parthipan G,THENI,IND,0,8th Pass,"6,97,000",0
Parvathi Bhukya,MAHABUBABAD,Pyramid Party of India,0,Literate,"16,10,000",0
Parvathi S,CHIDAMBARAM,Desiya Makkal Sakthi Katchi,0,Literate,"1,27,050",0
Parvati Nandan,ETAH,Rashtriya Bharatiya Jan Jan Party,0,Post Graduate,"70,20,269",0
Parveen Yogi,BAGHPAT,Bhartiya Nojawan Dal,0,12th Pass,"2,02,000",0
Parvej Aqil,BIJNOR,All India Minorities Front,0,Graduate,"1,04,992",0
Passang Gyali Sherpa,SIKKIM,IND,0,8th Pass,"1,31,49,660",0
Pastar Thomsan Massy,FATEHPUR SIKRI,IND,0,8th Pass,"1,96,400",0
Pasula Rammurthy,WARANGAL,IND,0,8th Pass,0,0
Pasumpon Pandian S,MADURAI,IND,3,Graduate Professional,"1,26,00,000","20,00,000"
Pasupuleti Venkataramana,RAJAMPET,IND,0,Post Graduate,"5,95,000",0
Pasvan Virendra,NAVSARI,Bharatiya Bahujan Congress,0,10th Pass,"8,26,000",0
Patel Amarish Jasvantlal,GANDHINAGAR,Hindusthan Nirman Dal,0,Graduate Professional,"6,62,64,748","6,40,916"
Patel Ambalal Talashibhai,MAHESANA,IND,0,Graduate Professional,"65,00,500","71,000"
Patel Anitaben Ramabhai,MAHESANA,IND,0,8th Pass,"5,51,000",0
Patel Ankita Amrutbhai,DADRA AND NAGAR HAVELI,SHS,0,Graduate Professional,"4,64,86,347","1,22,06,998"
Patel Baldevbhai,SURENDRANAGAR,IND,0,5th Pass,"12,88,000","2,50,000"
Patel Dharmeshbhai,NAVSARI,INC,0,12th Pass,"3,18,46,750","16,59,481"
Patel Dhirubhai Chhotubhai,DADRA AND NAGAR HAVELI,IND,1,10th Pass,"1,95,95,036","85,861"
Patel Hasmukhbhai Somabhai,AHMEDABAD EAST,BJP,0,Others,"7,46,99,690","62,52,577"
Patel Imran,BHARUCH,IND,0,8th Pass,"1,00,000",0
Patel Jayntibhai Shamjibhai,SABARKANTHA,Hindusthan Nirman Dal,0,Graduate,"39,82,042","21,59,588"
Patel Kamleshkumar,KHEDA,Hindusthan Nirman Dal,0,12th Pass,"15,49,413",0
Patel Keshavlal Gangarambhai,SABARKANTHA,IND,0,10th Pass,"24,32,500",0
Patel Kiritkumar Babarbhai,SABARKANTHA,IND,0,Graduate,"41,37,000","3,30,000"
Patel Lalubhai Babubhai,DAMAN AND DIU,BJP,0,8th Pass,"21,39,93,750","99,69,514"
Patel Nareshbhai Babubhai,VALSAD,Sardar Vallabhbhai Patel Party,0,10th Pass,"1,53,000",0
Patel Natubhai Gomanbhai,DADRA AND NAGAR HAVELI,BJP,6,5th Pass,"49,69,42,663","21,56,17,501"
Patel Navinkumar,NAVSARI,IND,0,Graduate Professional,"7,45,000",0
Patel Pankajbhai Lallubhai,VALSAD,Bhartiya Tribal Party,0,10th Pass,"8,55,000","2,03,280"
Patel Umeshbhai Babubhai,DAMAN AND DIU,IND,8,Graduate,"26,98,150",0
Patel Umeshbhai Maganbhai,VALSAD,IND,0,12th Pass,"15,000",0
Patel Virendrakumar,PANCHMAHAL,NCP,4,Graduate Professional,"14,22,050",0
Pathan Aayashabanu,KHEDA,Ambedkar National Congress,0,5th Pass,"50,000",0
